name,state,latitude,longitude,population
"Rialto","CA","34.1064","-117.37032","103132"
"Davenport","IA","41.52364","-90.57764","102582"
"Edison","NJ","40.51872","-74.4121","102548"
"Hillsboro","OR","45.52289","-122.98983","102347"
"Las Cruces","NM","32.31232","-106.77834","101643"
"South Bend","IN","41.68338","-86.25001","101516"
"Albany","NY","42.65258","-73.75623","101228"
"New Bedford","MA","41.63526","-70.92701","101079"
"Vista","CA","33.20004","-117.24254","100890"
"Davie","FL","26.06287","-80.2331","100882"
"Chinatown","CA","37.7966","-122.40858","100574"
"Renton","WA","47.48288","-122.21707","100242"
"Roanoke","VA","37.27097","-79.94143","100011"
"San Angelo","TX","31.46377","-100.43704","99893"
"Kenosha","WI","42.58474","-87.82119","99858"
"Clinton Township","MI","42.58698","-82.91992","99753"
"Columbia","MD","39.24038","-76.83942","99615"
"Erie","PA","42.12922","-80.08506","99475"
"Portsmouth Heights","VA","36.82098","-76.36883","99049"
"Richmond Hill","NY","40.69983","-73.83125","98984"
"Alief","TX","29.71106","-95.59633","98725"
"Spring Hill","FL","28.47688","-82.52546","98621"
"Compton","CA","33.89585","-118.22007","98462"
"League City","TX","29.50745","-95.09493","98312"
"Flint","MI","43.01253","-83.68746","98310"
"Allen","TX","33.10317","-96.67055","98143"
"Dorchester","MA","42.29732","-71.0745","97826"
"Mission Viejo","CA","33.60002","-117.672","97156"
"Vacaville","CA","38.35658","-121.98774","96803"
"Ventura","CA","34.27834","-119.29317","96769"
"Highlands Ranch","CO","39.55388","-104.96943","96713"
"Lawton","OK","34.60869","-98.39033","96655"
"Beaverton","OR","45.48706","-122.80371","96577"
"South Gate","CA","33.95474","-118.21202","96401"
"Portsmouth","VA","36.83543","-76.29827","96201"
"Sparks","NV","39.53491","-119.75269","96094"
"Yuma","AZ","32.72532","-114.6244","95548"
"Brockton","MA","42.08343","-71.01838","95314"
"Dearborn","MI","42.32226","-83.17631","95171"
"Federal Way","WA","47.32232","-122.31262","95171"
"Lee's Summit","MO","38.91084","-94.38217","95094"
"Asheville","NC","35.60095","-82.55402","95056"
"Spokane Valley","WA","47.67323","-117.23937","94919"
"Fordham","NY","40.85927","-73.89847","94678"
"Livonia","MI","42.36837","-83.35271","94635"
"Roswell","GA","34.02316","-84.36159","94501"
"Orem","UT","40.2969","-111.69465","94457"
"Fall River","MA","41.70149","-71.15505","94000"
"Lawrence","KS","38.97167","-95.23525","93917"
"The Woodlands","TX","30.15799","-95.48938","93847"
"West Albany","NY","42.68313","-73.77845","93794"
"Yakima","WA","46.60207","-120.5059","93701"
"Quincy","MA","42.25288","-71.00227","93618"
"Flatbush","NY","40.65205","-73.95903","93361"
"Hesperia","CA","34.42639","-117.30088","93295"
"Carson","CA","33.83141","-118.28202","93281"
"Boca Raton","FL","26.35869","-80.0831","93235"
"Santa Monica","CA","34.01949","-118.49138","93220"
"San Marcos","CA","33.14337","-117.16614","92931"
"Boyle Heights","CA","34.0339","-118.20535","92785"
"Plantation","FL","26.13421","-80.23184","92560"
"Lynn","MA","42.46676","-70.94949","92457"
"Miami Beach","FL","25.79065","-80.13005","92312"
"Arden-Arcade","CA","38.6025","-121.37854","92186"
"Westminster","CA","33.75918","-118.00673","92114"
"Longmont","CO","40.16721","-105.10193","92088"
"Santa Barbara","CA","34.42083","-119.69819","91842"
"Redding","CA","40.58654","-122.39168","91582"
"Macon","GA","32.84069","-83.6324","91351"
"Meridian","ID","43.61211","-116.39151","90739"
"San Leandro","CA","37.72493","-122.15608","90712"
"Greenville","NC","35.61266","-77.36635","90597"
"Edmond","OK","35.65283","-97.4781","90092"
"Chinatown","NY","40.71649","-73.99625","90000"
"Nampa","ID","43.54072","-116.56346","89839"
"Trenton","NJ","40.21705","-74.74294","89620"
"Sandy Hills","UT","40.58106","-111.85077","89575"
"Newton","MA","42.33704","-71.20922","88817"
"Toms River","NJ","39.95373","-74.19792","88791"
"Carmel","IN","39.97837","-86.11804","88713"
"Norwalk","CT","41.1176","-73.4079","88485"
"Waukegan","IL","42.36363","-87.84479","88475"
"Deltona","FL","28.90054","-81.26367","88474"
"Hawthorne","CA","33.9164","-118.35257","88451"
"Fort Smith","AR","35.38592","-94.39855","88194"
"Suffolk","VA","36.72836","-76.58496","88161"
"Sugar Land","TX","29.61968","-95.63495","88156"
"Livermore","CA","37.68187","-121.76801","88126"
"Nashua","NH","42.76537","-71.46757","87970"
"Reading","PA","40.33565","-75.92687","87879"
"Concord","NC","35.40888","-80.58158","87696"
"Indio","CA","33.7207","-116.21677","87533"
"Enchanted Hills","NM","35.33676","-106.59296","87521"
"Rio Rancho","NM","35.23338","-106.66447","87521"
"Santa Fe","NM","35.68698","-105.9378","87505"
"Sandy","UT","40.59161","-111.8841","87461"
"Whittier","CA","33.97918","-118.03284","87438"
"Canarsie","NY","40.64372","-73.90069","87366"
"Kirkland","WA","47.68149","-122.20874","87281"
"Menifee","CA","33.72835","-117.14642","87174"
"Newport Beach","CA","33.61891","-117.92895","87127"
"Tracy","CA","37.73987","-121.42618","87075"
"Citrus Heights","CA","38.70712","-121.28106","87056"
"Bend","OR","44.05817","-121.31531","87014"
"Canton","MI","42.30865","-83.48216","86825"
"Lehigh Acres","FL","26.62535","-81.6248","86784"
"Greenburgh","NY","41.03287","-73.84291","86764"
"Bloomington","MN","44.8408","-93.29828","86435"
"West Town","IL","41.89381","-87.67493","86429"
"Germantown","MD","39.17316","-77.27165","86395"
"Clifton","NJ","40.85843","-74.16376","86334"
"Duluth","MN","46.78327","-92.10658","86110"
"Champaign","IL","40.11642","-88.24338","86096"
"Near North Side","IL","41.90003","-87.6345","85711"
"Chino","CA","34.01223","-117.68894","85595"
"Alhambra","CA","34.09529","-118.12701","85551"
"Ogden","UT","41.223","-111.97383","85444"
"Redwood City","CA","37.48522","-122.23635","85288"
"Bellingham","WA","48.75955","-122.48822","85146"
"O'Fallon","MO","38.81061","-90.69985","85040"
"Hoover","AL","33.40539","-86.81138","84848"
"Melbourne","FL","28.08363","-80.60811","84678"
"Danbury","CT","41.39482","-73.45401","84657"
"East Norwalk","CT","41.10565","-73.39845","84530"
"Edinburg","TX","26.30174","-98.16334","84497"
"Sunrise","FL","26.13397","-80.1131","84439"
"Bloomington","IN","39.16533","-86.52639","84067"
"Cicero","IL","41.84559","-87.75394","83886"
"Hemet","CA","33.74761","-116.97307","83861"
"San Pedro","CA","33.73585","-118.29229","83556"
"Ahwatukee Foothills","AZ","33.34171","-111.98403","83464"
"Johns Creek","GA","34.02893","-84.19858","83335"
"Mission","TX","26.21591","-98.32529","83298"
"Troy","MI","42.60559","-83.14993","83280"
"Buena Park","CA","33.86751","-117.99812","83270"
"Mid-City","CA","34.04126","-118.36058","83000"
"Palm Coast","FL","29.58497","-81.20784","82893"
"Fayetteville","AR","36.06258","-94.15743","82830"
"Sioux City","IA","42.49999","-96.40031","82821"
"Lake Forest","CA","33.64697","-117.68922","82492"
"Merced","CA","37.30216","-120.48297","82436"
"Longview","TX","32.5007","-94.74049","82287"
"Bryan","TX","30.67436","-96.36996","82118"
"Westland","MI","42.3242","-83.40021","82000"
"Warwick","RI","41.7001","-71.41617","81699"
"Lakewood","CA","33.85363","-118.13396","81611"
"Farmington Hills","MI","42.48531","-83.37716","81330"
"San Tan Valley","AZ","33.1911","-111.528","81321"
"Mount Pleasant","SC","32.79407","-79.86259","81317"
"Cranston","RI","41.77982","-71.43728","81073"
"Largo","FL","27.90979","-82.78842","81000"
"Homestead","FL","25.46872","-80.47756","80737"
"South Suffolk","VA","36.71709","-76.59023","80690"
"Avondale","AZ","33.4356","-112.3496","80684"
"Tustin","CA","33.74585","-117.82617","80583"
"Mountain View","CA","37.38605","-122.08385","80435"
"Napa","CA","38.29714","-122.28553","80434"
"Somerville","MA","42.3876","-71.0995","80318"
"Kendall","FL","25.67927","-80.31727","80241"
"Lawrence","MA","42.70704","-71.16311","80231"
"Parma","OH","41.40477","-81.72291","79937"
"New Rochelle","NY","40.91149","-73.78235","79846"
"Lynchburg","VA","37.41375","-79.14225","79812"
"Medford","OR","42.32652","-122.87559","79805"
"Deerfield Beach","FL","26.31841","-80.09977","79768"
"Sylmar","CA","34.30778","-118.44925","79614"
"Pleasanton","CA","37.66243","-121.87468","79510"
"Belmont Cragin","IL","41.9317","-87.76867","79159"
"Brooklyn Park","MN","45.09413","-93.35634","79149"
"Goodyear","AZ","33.43532","-112.35821","79003"
"Kennewick","WA","46.21125","-119.13723","78896"
"Alameda","CA","37.77099","-122.26087","78630"
"Town 'n' Country","FL","28.01057","-82.57732","78442"
"Bellflower","CA","33.88168","-118.11701","78441"
"Chino Hills","CA","33.9938","-117.75888","78309"
"Bloomington","IL","40.4842","-88.99369","78292"
"Alafaya","FL","28.5641","-81.2114","78113"
"Springdale","AR","36.18674","-94.12881","77859"
"Racine","WI","42.72613","-87.78285","77742"
"Hammond","IN","41.58337","-87.50004","77614"
"Milpitas","CA","37.42827","-121.90662","77604"
"Gary","IN","41.59337","-87.34643","77156"
"Scranton","PA","41.40916","-75.6649","77118"
"Baldwin Park","CA","34.08529","-117.9609","77071"
"Auburn","WA","47.30732","-122.22845","77006"
"Fishers","IN","39.95559","-86.01387","76794"
"Saint Joseph","MO","39.76861","-94.84663","76780"
"Pharr","TX","26.1948","-98.18362","76538"
"Upland","CA","34.09751","-117.64839","76443"
"Folsom","CA","38.67796","-121.17606","76375"
"Baytown","TX","29.7355","-94.97743","76335"
"San Ramon","CA","37.77993","-121.97802","76134"
"Camden","NJ","39.92595","-75.11962","76119"
"Lake Charles","LA","30.21309","-93.2044","76070"
"Kalamazoo","MI","42.29171","-85.58723","76041"
"Brick","NJ","40.05928","-74.13708","76021"
"Arlington Heights","IL","42.08836","-87.98063","75926"
"Plymouth","MN","45.01052","-93.45551","75907"
"South Ozone Park","NY","40.6701","-73.81902","75878"
"Doral","FL","25.81954","-80.35533","75874"
"Waterford","MI","42.69303","-83.41181","75737"
"Evanston","IL","42.04114","-87.69006","75527"
"Manteca","CA","37.79743","-121.21605","75448"
"Wyoming","MI","42.91336","-85.70531","75275"
"Loveland","CO","40.39776","-105.07498","75182"
"Cheektowaga","NY","42.90339","-78.75475","75178"
"Kings Bridge","NY","40.87871","-73.90514","75132"
"Bismarck","ND","46.80833","-100.78374","75092"
"Perris","CA","33.78252","-117.22865","74971"
"Bethlehem","PA","40.62593","-75.37046","74892"
"Albany","GA","31.57851","-84.15574","74843"
"Schaumburg","IL","42.03336","-88.08341","74693"
"Gastonia","NC","35.26208","-81.1873","74543"
"Brownsville","NY","40.66094","-73.92014","74497"
"Union City","CA","37.59577","-122.01913","74494"
"Bolingbrook","IL","41.69864","-88.0684","74306"
"Iowa City","IA","41.66113","-91.53017","74220"
"Layton","UT","41.06022","-111.97105","74143"
"Appleton","WI","44.26193","-88.41538","74139"
"Missouri City","TX","29.61857","-95.53772","74139"
"Shelby","MI","42.67087","-83.03298","74099"
"Fort Myers","FL","26.62168","-81.84059","74013"
"Boynton Beach","FL","26.52535","-80.06643","73966"
"Jonesboro","AR","35.8423","-90.70428","73907"
"South Lawndale","IL","41.84364","-87.71255","73826"
"Logan Square","IL","41.92337","-87.69922","73702"
"Rapid City","SD","44.08054","-103.23101","73569"
"Warner Robins","GA","32.61574","-83.62664","73490"
"Rochester Hills","MI","42.65837","-83.14993","73424"
"Decatur","IL","39.84031","-88.9548","73254"
"Southfield","MI","42.47337","-83.22187","73156"
"Saint George","UT","37.10415","-113.58412","72897"
"New Britain","CT","41.66121","-72.77954","72808"
"Daytona Beach","FL","29.21081","-81.02283","72647"
"Franklin","TN","35.92506","-86.86889","72639"
"Turlock","CA","37.49466","-120.84659","72292"
"Temple","TX","31.09823","-97.34278","72277"
"West Ridge","IL","41.99975","-87.69284","72211"
"Apple Valley","CA","34.50083","-117.18588","72174"
"Lynwood","CA","33.93029","-118.21146","71989"
"Waukesha","WI","43.01168","-88.23148","71970"
"Canton","OH","40.79895","-81.37845","71885"
"Gulfport","MS","30.36742","-89.09282","71856"
"Pawtucket","RI","41.87871","-71.38256","71591"
"Lauderhill","FL","26.14036","-80.21338","71579"
"Rock Hill","SC","34.92487","-81.02508","71548"
"Silver Spring","MD","38.99067","-77.02609","71452"
"West Gulfport","MS","30.40409","-89.0942","71329"
"Flower Mound","TX","33.01457","-97.09696","71253"
"Centreville","VA","38.84039","-77.42888","71135"
"Lafayette","IN","40.4167","-86.87529","71111"
"Passaic","NJ","40.85677","-74.12848","71085"
"Riverview","FL","27.86614","-82.32648","71050"
"Redlands","CA","34.05557","-117.18254","71035"
"Missoula","MT","46.87215","-113.994","71022"
"Rancho Cordova","CA","38.58907","-121.30273","71017"
"Wilmington","DE","39.74595","-75.54659","70898"
"New Braunfels","TX","29.703","-98.12445","70543"
"Cherry Hill","NJ","39.93484","-75.03073","70475"
"Flagstaff","AZ","35.19807","-111.65127","70320"
"Muncie","IN","40.19338","-85.38636","70087"
"Mira Mesa","CA","32.9156","-117.14392","70000"
"Woodland Hills","CA","34.16834","-118.60592","70000"
"Weston","FL","26.10037","-80.39977","69959"
"Frederick","MD","39.41427","-77.41054","69479"
"Pasco","WA","46.23958","-119.10057","69451"
"Pittsburg","CA","38.02798","-121.88468","69424"
"Ridgewood","NY","40.7001","-73.90569","69317"
"Palatine","IL","42.1103","-88.03424","69308"
"North Richland Hills","TX","32.8343","-97.2289","69204"
"Union City","NJ","40.77955","-74.02375","69156"
"Kissimmee","FL","28.30468","-81.41667","69152"
"Walnut Creek","CA","37.90631","-122.06496","68910"
"Cordova","TN","35.15565","-89.7762","68779"
"Mount Vernon","NY","40.9126","-73.83708","68628"
"Conroe","TX","30.31188","-95.45605","68602"
"Dothan","AL","31.22323","-85.39049","68567"
"Northridge","CA","34.22834","-118.53675","68469"
"Waterloo","IA","42.49276","-92.34296","68460"
"Maple Grove","MN","45.07246","-93.45579","68385"
"Framingham","MA","42.27926","-71.41617","68318"
"Redondo Beach","CA","33.84918","-118.38841","68166"
"Bossier City","LA","32.51599","-93.73212","68094"
"Yorba Linda","CA","33.88863","-117.81311","67973"
"Woodbury","MN","44.92386","-92.95938","67855"
"Eau Claire","WI","44.81135","-91.49849","67778"
"Waldorf","MD","38.62456","-76.93914","67752"
"Forest Hills","NY","40.71621","-73.85014","67714"
"Davis","CA","38.54491","-121.74052","67666"
"Glen Burnie","MD","39.16261","-76.62469","67639"
"Camarillo","CA","34.21639","-119.0376","67608"
"Victoria","TX","28.80527","-97.0036","67574"
"Gaithersburg","MD","39.14344","-77.20137","67456"
"Jacksonville","NC","34.75405","-77.43024","67357"
"South San Francisco","CA","37.65466","-122.40775","67271"
"Kenner","LA","29.99409","-90.24174","67091"
"Jackson Heights","NY","40.75566","-73.88541","67067"
"Rockville","MD","39.084","-77.15276","66980"
"Jackson","TN","35.61452","-88.81395","66975"
"Lincoln Park","IL","41.9217","-87.64783","66959"
"Yuba City","CA","39.14045","-121.61691","66941"
"Portland","ME","43.65737","-70.2589","66881"
"Palo Alto","CA","37.44188","-122.14302","66853"
"Casas Adobes","AZ","32.32341","-110.9951","66795"
"Marysville","WA","48.05176","-122.17708","66773"
"South Jordan","UT","40.56217","-111.92966","66648"
"Oshkosh","WI","44.02471","-88.54261","66555"
"North Little Rock","AR","34.76954","-92.26709","66504"
"Bayside","NY","40.76844","-73.77708","66455"
"Bayonne","NJ","40.66871","-74.11431","66311"
"Eagan","MN","44.80413","-93.16689","66286"
"Delray Beach","FL","26.46146","-80.07282","66255"
"Johnson City","TN","36.31344","-82.35347","66027"
"Dale City","VA","38.63706","-77.31109","65969"
"Cedar Park","TX","30.5052","-97.82029","65945"
"Parkchester","NY","40.83899","-73.86041","65876"
"Atascocita","TX","29.99883","-95.1766","65844"
"Saint Cloud","MN","45.5608","-94.16249","65842"
"Ellicott City","MD","39.26733","-76.79831","65834"
"Laguna Niguel","CA","33.52253","-117.70755","65806"
"Saint Charles","MO","38.78394","-90.48123","65794"
"Harlingen","TX","26.19063","-97.6961","65774"
"San Clemente","CA","33.42697","-117.61199","65526"
"West Lynchburg","VA","37.4032","-79.17808","65517"
"Middletown","NJ","40.39428","-74.11709","65490"
"Framingham Center","MA","42.29732","-71.43701","65413"
"Schenectady","NY","42.81424","-73.93957","65305"
"Cheyenne","WY","41.13998","-104.82025","65132"
"Broomfield","CO","39.92054","-105.08665","65065"
"Ames","IA","42.03471","-93.61994","65060"
"Park Slope","NY","40.6701","-73.98597","65047"
"Shawnee","KS","39.04167","-94.72024","65046"
"Reseda","CA","34.20112","-118.53647","65000"
"Conway","AR","35.0887","-92.4421","64980"
"East Orange","NJ","40.76732","-74.20487","64949"
"Portage Park","IL","41.95781","-87.76506","64841"
"Skokie","IL","42.03336","-87.73339","64821"
"West Bloomfield Township","MI","42.56891","-83.38356","64690"
"Tamarac","FL","26.21286","-80.24977","64681"
"Youngstown","OH","41.09978","-80.64952","64628"
"Lodi","CA","38.1302","-121.27245","64596"
"North Hollywood","CA","34.17223","-118.37897","64587"
"Greenville","SC","34.85262","-82.39401","64579"
"Celina","TX","33.32456","-96.78444","64427"
"Mansfield","TX","32.56319","-97.14168","64274"
"Santa Cruz","CA","36.97412","-122.0308","64220"
"Pico Rivera","CA","33.98307","-118.09673","64218"
"Madera","CA","36.96134","-120.06072","64208"
"Janesville","WI","42.68279","-89.01872","64123"
"West Des Moines","IA","41.57721","-93.71133","64113"
"Montebello","CA","34.00946","-118.10535","63921"
"Georgetown","TX","30.63269","-97.67723","63716"
"Alpharetta","GA","34.07538","-84.29409","63693"
"Lorain","OH","41.45282","-82.18237","63647"
"Bowling Green","KY","36.99032","-86.4436","63616"
"Flatlands","NY","40.62122","-73.93486","63601"
"Dundalk","MD","39.25066","-76.52052","63597"
"Eden Prairie","MN","44.85469","-93.47079","63496"
"North Bergen","NJ","40.80427","-74.01208","63484"
"Florence-Graham","CA","33.96772","-118.24438","63387"
"Waltham","MA","42.37649","-71.23561","63378"
"West Hartford","CT","41.76204","-72.74204","63268"
"Rogers","AR","36.33202","-94.11854","63159"
"Carol City","FL","25.94065","-80.2456","63031"
"Encinitas","CA","33.03699","-117.29198","62930"
"East Village","NY","40.72927","-73.98736","62832"
"Haverhill","MA","42.7762","-71.07728","62765"
"Jupiter","FL","26.93422","-80.09421","62707"
"Council Bluffs","IA","41.26194","-95.86083","62597"
"Wellington","FL","26.65868","-80.24144","62560"
"West Coon Rapids","MN","45.15969","-93.34967","62528"
"North Miami","FL","25.89009","-80.18671","62435"
"Hamilton","OH","39.3995","-84.56134","62407"
"North Port","FL","27.04422","-82.23593","62345"
"Tulare","CA","36.20773","-119.34734","62315"
"Coon Rapids","MN","45.11997","-93.28773","62240"
"Millcreek","UT","40.68689","-111.87549","62139"
"La Habra","CA","33.93196","-117.94617","62131"
"Blaine","MN","45.1608","-93.23495","62124"
"Auburn","AL","32.60986","-85.48078","62059"
"Lake Elsinore","CA","33.66808","-117.32726","61981"
"Carmichael","CA","38.61713","-121.32828","61762"
"Taylor","MI","42.24087","-83.26965","61568"
"Burnsville","MN","44.76774","-93.27772","61481"
"Monterey Park","CA","34.06251","-118.12285","61468"
"Castro Valley","CA","37.6941","-122.08635","61388"
"Irvington","NJ","40.73232","-74.23487","61323"
"Rocklin","CA","38.79073","-121.23578","61213"
"Utica","NY","43.1009","-75.23266","61100"
"Malden","MA","42.4251","-71.06616","61068"
"National City","CA","32.67811","-117.0992","61060"
"Financial District","NY","40.70789","-74.00857","60976"
"Springfield","OR","44.04624","-123.02203","60870"
"Bethesda","MD","38.98067","-77.10026","60858"
"Terre Haute","IN","39.4667","-87.41391","60825"
"Vineland","NJ","39.48623","-75.02573","60818"
"West Hollywood","FL","26.02065","-80.18394","60806"
"San Marcos","TX","29.88327","-97.94139","60684"
"Brentwood","NY","40.78121","-73.24623","60664"
"Lakeville","MN","44.64969","-93.24272","60633"
"West Allis","WI","43.01668","-88.00703","60620"
"Redmond","WA","47.67399","-122.12151","60598"
"Canoga Park","CA","34.20112","-118.59814","60578"
"Cupertino","CA","37.323","-122.03218","60572"
"Taylorsville","UT","40.66772","-111.93883","60514"
"Bristol","CT","41.67176","-72.94927","60452"
"Moore","OK","35.33951","-97.4867","60451"
"Gardena","CA","33.88835","-118.30896","60447"
"Petaluma","CA","38.23242","-122.63665","60438"
"Bensalem","PA","40.10455","-74.95128","60427"
"Grand Junction","CO","39.06387","-108.55065","60358"
"Casper","WY","42.86663","-106.31308","60285"
"Rowlett","TX","32.9029","-96.56388","60236"
"La Mesa","CA","32.76783","-117.02308","60089"
"Pine Hills","FL","28.55778","-81.4534","60076"
"Bensonhurst","NY","40.60177","-73.99403","60000"
"Coney Island","NY","40.57788","-73.99403","60000"
"Rancho Penasquitos","CA","32.95949","-117.11531","60000"
"Valley Glen","CA","34.18568","-118.42032","60000"
"Meriden","CT","41.53815","-72.80704","59988"
"Pontiac","MI","42.63892","-83.29105","59917"
"Port Orange","FL","29.13832","-80.99561","59866"
"Hamden","CT","41.39593","-72.89677","59847"
"Lakewood","WA","47.17176","-122.51846","59829"
"Fountainebleau","FL","25.77288","-80.34783","59764"
"Saint Clair Shores","MI","42.49698","-82.88881","59715"
"Springfield","OH","39.92423","-83.80882","59680"
"Great Falls","MT","47.50024","-111.30081","59638"
"Chapel Hill","NC","35.9132","-79.05584","59568"
"Canyon Country","CA","34.42333","-118.47203","59530"
"Huntington Park","CA","33.98168","-118.22507","59430"
"Lancaster","PA","40.03788","-76.30551","59339"
"Coconut Creek","FL","26.25175","-80.17894","59302"
"Leander","TX","30.57881","-97.85307","59202"
"Idaho Falls","ID","43.46658","-112.03414","59184"
"San Rafael","CA","37.97353","-122.53109","59162"
"Noblesville","IN","40.04559","-86.0086","59093"
"Marietta","GA","33.9526","-84.54993","59067"
"Fairfield","CT","41.14121","-73.26373","59052"
"Owensboro","KY","37.77422","-87.11333","59042"
"Eastvale","CA","33.96358","-117.56418","59039"
"Royal Oak","MI","42.48948","-83.14465","59008"
"Brentwood","CA","37.93187","-121.69579","58968"
"Dubuque","IA","42.50056","-90.66457","58799"
"Brookline","MA","42.33176","-71.12116","58732"
"Novi","MI","42.48059","-83.47549","58723"
"Des Plaines","IL","42.03336","-87.8834","58677"
"Carson City","NV","39.1638","-119.7674","58639"
"Orland Park","IL","41.63031","-87.85394","58619"
"Bartlett","TN","35.20453","-89.87398","58579"
"Woodland","CA","38.67852","-121.7733","58567"
"Lehi","UT","40.39162","-111.85077","58486"
"White Plains","NY","41.03399","-73.76291","58459"
"Arcadia","CA","34.13973","-118.03534","58408"
"Reston","VA","38.96872","-77.3411","58404"
"Ocala","FL","29.1872","-82.14009","58218"
"Clay","NY","43.1859","-76.17243","58206"
"Central City","AZ","33.44001","-112.05805","58161"
"South Vineland","NJ","39.44595","-75.02879","58122"
